object_key,file_name,grade,subject,file_size,file_type
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.2 化学元素与人体健康（人教版）（原卷版）.docx,12.2 化学元素与人体健康（人教版）（原卷版）.docx,九年级,化学,38.32 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.2 化学元素与人体健康（人教版）（解析版）.docx,12.2 化学元素与人体健康（人教版）（解析版）.docx,九年级,化学,42.41 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.3 有机合成材料（人教版）（原卷版）.docx,12.3 有机合成材料（人教版）（原卷版）.docx,九年级,化学,1067.76 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.3 有机合成材料（人教版）（解析版）.docx,12.3 有机合成材料（人教版）（解析版）.docx,九年级,化学,1088.73 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.4 化学与生活综合题（人教版）（原卷版）.docx,12.4 化学与生活综合题（人教版）（原卷版）.docx,九年级,化学,407.84 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\12.4 化学与生活综合题（人教版）（解析版）.docx,12.4 化学与生活综合题（人教版）（解析版）.docx,九年级,化学,459.77 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.1.1 几种重要的金属（人教版）（原卷版）.docx,8.1.1 几种重要的金属（人教版）（原卷版）.docx,九年级,化学,307.40 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.1.1 几种重要的金属（人教版）（解析版）.docx,8.1.1 几种重要的金属（人教版）（解析版）.docx,九年级,化学,312.80 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.1.2 合金（人教版）（原卷版）.docx,8.1.2 合金（人教版）（原卷版）.docx,九年级,化学,260.01 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.1.2 合金（人教版）（解析版）.docx,8.1.2 合金（人教版）（解析版）.docx,九年级,化学,271.57 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.2.1 金属与氧气、稀酸的反应（人教版）（原卷版）.docx,8.2.1 金属与氧气、稀酸的反应（人教版）（原卷版）.docx,九年级,化学,74.17 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.2.1 金属与氧气、稀酸的反应（人教版）（解析版）.docx,8.2.1 金属与氧气、稀酸的反应（人教版）（解析版）.docx,九年级,化学,133.84 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.2.2 金属活动性顺序（人教版）（原卷版）.docx,8.2.2 金属活动性顺序（人教版）（原卷版）.docx,九年级,化学,76.00 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.2.2 金属活动性顺序（人教版）（解析版）.docx,8.2.2 金属活动性顺序（人教版）（解析版）.docx,九年级,化学,91.58 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.3.1 金属资源的利用和保护（1）（人教版）（原卷版）.docx,8.3.1 金属资源的利用和保护（1）（人教版）（原卷版）.docx,九年级,化学,545.21 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.3.1 金属资源的利用和保护（1）（人教版）（解析版）.docx,8.3.1 金属资源的利用和保护（1）（人教版）（解析版）.docx,九年级,化学,572.79 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.3.2 金属资源的利用和保护（2）（人教版）（原卷版）.docx,8.3.2 金属资源的利用和保护（2）（人教版）（原卷版）.docx,九年级,化学,301.32 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\8.3.2 金属资源的利用和保护（2）（人教版）（解析版）.docx,8.3.2 金属资源的利用和保护（2）（人教版）（解析版）.docx,九年级,化学,317.17 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.1溶液的形成（人教版）（原卷版）.docx,9.1溶液的形成（人教版）（原卷版）.docx,九年级,化学,61.59 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.1溶液的形成（人教版）（解析版）.docx,9.1溶液的形成（人教版）（解析版）.docx,九年级,化学,71.06 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.2.1 饱和溶液与不饱和溶液（人教版）（原卷版）.docx,9.2.1 饱和溶液与不饱和溶液（人教版）（原卷版）.docx,九年级,化学,51.96 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.2.1 饱和溶液与不饱和溶液（人教版）（解析版）.docx,9.2.1 饱和溶液与不饱和溶液（人教版）（解析版）.docx,九年级,化学,57.28 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.2.2 溶解度和溶解度曲线（人教版）（原卷版）.docx,9.2.2 溶解度和溶解度曲线（人教版）（原卷版）.docx,九年级,化学,96.99 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.2.2 溶解度和溶解度曲线（人教版）（解析版）.docx,9.2.2 溶解度和溶解度曲线（人教版）（解析版）.docx,九年级,化学,110.69 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.3 溶液的浓度（人教版）（原卷版）.docx,9.3 溶液的浓度（人教版）（原卷版）.docx,九年级,化学,85.33 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\9.3 溶液的浓度（人教版）（解析版）.docx,9.3 溶液的浓度（人教版）（解析版）.docx,九年级,化学,142.85 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\实验活动5 一定质量分数的氯化钠溶液的配制（人教版）（原卷版）.docx,实验活动5 一定质量分数的氯化钠溶液的配制（人教版）（原卷版）.docx,九年级,化学,265.11 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\1、【人教化学九年级下】 课时练习（114份）\九年级化学下册同步课时轻松过（人教版）\实验活动5 一定质量分数的氯化钠溶液的配制（人教版）（解析版）.docx,实验活动5 一定质量分数的氯化钠溶液的配制（人教版）（解析版）.docx,九年级,化学,279.93 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第九单元 溶液单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第九单元 溶液单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,786.25 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第九单元 溶液单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第九单元 溶液单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,885.88 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第九单元 溶液单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第九单元 溶液单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,770.72 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第九单元 溶液单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第九单元 溶液单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,899.16 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第八单元 金属和金属材料单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第八单元 金属和金属材料单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,589.10 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第八单元 金属和金属材料单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第八单元 金属和金属材料单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,768.25 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第八单元 金属和金属材料单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第八单元 金属和金属材料单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,506.64 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第八单元 金属和金属材料单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第八单元 金属和金属材料单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,596.56 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十一单元 盐 化肥单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十一单元 盐 化肥单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,1156.86 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十一单元 盐 化肥单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十一单元 盐 化肥单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,1252.67 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十一单元 盐 化肥单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十一单元 盐 化肥单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,631.46 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十一单元 盐 化肥单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十一单元 盐 化肥单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,724.08 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十二单元 化学与生活肥单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十二单元 化学与生活肥单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,388.09 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十二单元 化学与生活肥单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十二单元 化学与生活肥单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,415.12 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十二单元 化学与生活肥单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十二单元 化学与生活肥单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,706.06 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十二单元 化学与生活肥单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十二单元 化学与生活肥单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,743.03 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十单元 酸和碱单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十单元 酸和碱单元测试卷（A卷基础篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,619.75 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十单元 酸和碱单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十单元 酸和碱单元测试卷（A卷基础篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,711.55 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十单元 酸和碱单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,第十单元 酸和碱单元测试卷（B卷提升篇）（原卷版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,546.78 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第1套）\第十单元 酸和碱单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,第十单元 酸和碱单元测试卷（B卷提升篇）（解析版）-九年级化学下册同步单元AB卷（人教版）.doc,九年级,化学,669.56 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第九单元 溶液单元测试卷（A卷基础篇）（原卷版）.doc,第九单元 溶液单元测试卷（A卷基础篇）（原卷版）.doc,九年级,化学,477.00 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第九单元 溶液单元测试卷（A卷基础篇）（解析版）.doc,第九单元 溶液单元测试卷（A卷基础篇）（解析版）.doc,九年级,化学,537.74 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第九单元 溶液单元测试卷（B卷提升篇）（原卷版）.doc,第九单元 溶液单元测试卷（B卷提升篇）（原卷版）.doc,九年级,化学,499.19 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第九单元 溶液单元测试卷（B卷提升篇）（解析版）.doc,第九单元 溶液单元测试卷（B卷提升篇）（解析版）.doc,九年级,化学,534.74 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第八单元 金属和金属材料单元测试卷（A卷基础篇）（原卷版）.doc,第八单元 金属和金属材料单元测试卷（A卷基础篇）（原卷版）.doc,九年级,化学,387.87 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第八单元 金属和金属材料单元测试卷（A卷基础篇）（解析版）.doc,第八单元 金属和金属材料单元测试卷（A卷基础篇）（解析版）.doc,九年级,化学,427.97 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第八单元 金属和金属材料单元测试卷（B卷提升篇）（原卷版）.doc,第八单元 金属和金属材料单元测试卷（B卷提升篇）（原卷版）.doc,九年级,化学,411.57 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第八单元 金属和金属材料单元测试卷（B卷提升篇）（解析版）.doc,第八单元 金属和金属材料单元测试卷（B卷提升篇）（解析版）.doc,九年级,化学,452.17 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十一单元 盐 化肥单元测试卷（A卷基础篇）（原卷版）.doc,第十一单元 盐 化肥单元测试卷（A卷基础篇）（原卷版）.doc,九年级,化学,596.16 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十一单元 盐 化肥单元测试卷（A卷基础篇）（解析版）.doc,第十一单元 盐 化肥单元测试卷（A卷基础篇）（解析版）.doc,九年级,化学,650.28 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十一单元 盐 化肥单元测试卷（B卷提升篇）（原卷版）.doc,第十一单元 盐 化肥单元测试卷（B卷提升篇）（原卷版）.doc,九年级,化学,406.25 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十一单元 盐 化肥单元测试卷（B卷提升篇）（解析版）.doc,第十一单元 盐 化肥单元测试卷（B卷提升篇）（解析版）.doc,九年级,化学,461.31 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十二单元 化学与生活单元测试卷（A卷基础篇）（原卷版）.doc,第十二单元 化学与生活单元测试卷（A卷基础篇）（原卷版）.doc,九年级,化学,770.74 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十二单元 化学与生活单元测试卷（A卷基础篇）（解析版）.doc,第十二单元 化学与生活单元测试卷（A卷基础篇）（解析版）.doc,九年级,化学,803.19 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十二单元 化学与生活单元测试卷（B卷提升篇）（原卷版）.doc,第十二单元 化学与生活单元测试卷（B卷提升篇）（原卷版）.doc,九年级,化学,401.53 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十二单元 化学与生活单元测试卷（B卷提升篇）（解析版）.doc,第十二单元 化学与生活单元测试卷（B卷提升篇）（解析版）.doc,九年级,化学,435.67 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十单元 酸和碱单元测试卷（A卷基础篇）（原卷版）.doc,第十单元 酸和碱单元测试卷（A卷基础篇）（原卷版）.doc,九年级,化学,181.09 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十单元 酸和碱单元测试卷（A卷基础篇）（解析版）.doc,第十单元 酸和碱单元测试卷（A卷基础篇）（解析版）.doc,九年级,化学,212.55 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十单元 酸和碱单元测试卷（B卷提升篇）（原卷版）.doc,第十单元 酸和碱单元测试卷（B卷提升篇）（原卷版）.doc,九年级,化学,170.90 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第2套）\第十单元 酸和碱单元测试卷（B卷提升篇）（解析版）.doc,第十单元 酸和碱单元测试卷（B卷提升篇）（解析版）.doc,九年级,化学,256.43 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第3套）\第九单元 溶液（人教版）.docx,第九单元 溶液（人教版）.docx,九年级,化学,2243.29 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第3套）\第八单元 金属和金属材料（人教版）.docx,第八单元 金属和金属材料（人教版）.docx,九年级,化学,1315.02 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第3套）\第十一单元   盐  化肥（人教版）.docx,第十一单元   盐  化肥（人教版）.docx,九年级,化学,1221.30 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第3套）\第十二单元   化学与生活（人教版）.docx,第十二单元   化学与生活（人教版）.docx,九年级,化学,1042.98 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第3套）\第十单元 酸和碱（人教版）.docx,第十单元 酸和碱（人教版）.docx,九年级,化学,1723.96 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（提分小卷）（人教版）（原卷版）.docx,第九单元   溶液（提分小卷）（人教版）（原卷版）.docx,九年级,化学,146.75 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（提分小卷）（人教版）（解析版）.docx,第九单元   溶液（提分小卷）（人教版）（解析版）.docx,九年级,化学,164.25 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（选拔卷）（人教版）（原卷版）.doc,第九单元   溶液（选拔卷）（人教版）（原卷版）.doc,九年级,化学,921.50 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（选拔卷）（人教版）（答题纸）.docx,第九单元   溶液（选拔卷）（人教版）（答题纸）.docx,九年级,化学,19.57 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（选拔卷）（人教版）（考试版）.doc,第九单元   溶液（选拔卷）（人教版）（考试版）.doc,九年级,化学,279.57 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第九单元   溶液（选拔卷）（人教版）（解析版）.doc,第九单元   溶液（选拔卷）（人教版）（解析版）.doc,九年级,化学,340.88 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（提分小卷）（人教版）（原卷版）.docx,第八单元   金属和金属材料（提分小卷）（人教版）（原卷版）.docx,九年级,化学,116.55 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（提分小卷）（人教版）（解析版）.docx,第八单元   金属和金属材料（提分小卷）（人教版）（解析版）.docx,九年级,化学,139.10 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（选拔卷）（人教版）（原卷版）.doc,第八单元   金属和金属材料（选拔卷）（人教版）（原卷版）.doc,九年级,化学,175.58 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（选拔卷）（人教版）（答题纸）.docx,第八单元   金属和金属材料（选拔卷）（人教版）（答题纸）.docx,九年级,化学,19.57 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（选拔卷）（人教版）（考试版）.doc,第八单元   金属和金属材料（选拔卷）（人教版）（考试版）.doc,九年级,化学,191.20 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第八单元   金属和金属材料（选拔卷）（人教版）（解析版）.doc,第八单元   金属和金属材料（选拔卷）（人教版）（解析版）.doc,九年级,化学,301.14 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第十一单元   盐    化肥（提分小卷）（人教版）（原卷版）.docx,第十一单元   盐    化肥（提分小卷）（人教版）（原卷版）.docx,九年级,化学,84.24 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第十一单元   盐    化肥（提分小卷）（人教版）（解析版）.docx,第十一单元   盐    化肥（提分小卷）（人教版）（解析版）.docx,九年级,化学,108.35 KB,docx
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第十一单元   盐    化肥（选拔卷）（人教版）（原卷版）.doc,第十一单元   盐    化肥（选拔卷）（人教版）（原卷版）.doc,九年级,化学,153.50 KB,doc
试卷\九年级\化学\9年级上下册化学试题\9年级下试题\2、【人教化学九年级下】 单元试卷（050份）\单元试卷（第4套）\第十一单元   盐    化肥（选拔卷）（人教版）（答题纸）.docx,第十一单元   盐    化肥（选拔卷）（人教版）（答题纸）.docx,九年级,化学,19.78 KB,docx
